,S.No,date,startup name,Industry Vertical,SubVertical,City  Location,InvestmentnType,Rupees in crore,Investor Name,investor_cleaned,year,month
2706,2706,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Seed Funding,0.0,prashant ton,prashant gupta  others,2016,September
2707,2707,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Seed Funding,0.0,gaurav agarwal,gaurav suri  ankit kesarwani,2016,September
2708,2708,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Seed Funding,0.0,gaurav bhogle,gaurav suri  ankit kesarwani,2016,September
2709,2709,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Seed Funding,0.0,shrishti sahu,shrishti sahu,2016,September
2710,2710,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Seed Funding,0.0,shantanu mathur,shantanu mathur,2016,September
2711,2711,2016-09-23,inMotion,Technology,Financial platform for daily wage earning communities,Noida,Seed Funding,0.0,prabhat aggarwal,prabhat aggarwal,2016,September
2712,2712,2016-09-26,Let's Barter,Consumer Internet,Goods & Services Barter Platform,New Delhi,Seed Funding,0.0,scale ventures funds,scale ventures,2016,September
2713,2713,2016-09-26,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Private Equity,0.0,procam international pvt ltd,pine labs pte ltd,2016,September
2714,2714,2016-09-27,TinyStep,Consumer Internet,Parenting Network Platform,Bangalore,Private Equity,14.8836,flipkart logistics pvt ltd,flipkart,2016,September
2715,2715,2016-09-27,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Seed Funding,0.0,pratik seal,pratik seal,2016,September
2716,2716,2016-09-28,Beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,Seed Funding,4.71,venture catalysts,venture catalyst,2016,September
2717,2717,2016-09-28,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Seed Funding,9.42,swastika co ltd,co,2016,September
2718,2718,2016-09-28,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Seed Funding,9.42,endiya partners,endiya partnersnn,2016,September
2719,2719,2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,Private Equity,480.42,sequoia capital,quona capital,2016,September
2720,2720,2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,Private Equity,480.42,edbi,edbi,2016,September
2721,2721,2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,Private Equity,480.42,blue cloud ventures,sd ventures,2016,September
2722,2722,2016-09-28,Druva,Technology,Cloud Based Data Protection Solution,Pune,Private Equity,480.42,hercules capital,trifecta capital advisors,2016,September
2723,2723,2016-09-29,Promon,eCommerce,Local Commerce Platform,New Delhi,Seed Funding,1.6956,now capital,tano capital,2016,September
2724,2724,2016-09-29,Fastudent,eCommerce,Education eCommerce platform,Noida,Seed Funding,0.0,kanwaljit singh,seep singh,2016,September
2725,2725,2016-09-29,Fastudent,eCommerce,Education eCommerce platform,Noida,Seed Funding,0.0,ajay lakhotia,pidilite industries director ajay parekh,2016,September
2726,2726,2016-09-29,Fastudent,eCommerce,Education eCommerce platform,Noida,Seed Funding,0.0,pavan ongole,pavan ongole,2016,September
2727,2727,2016-09-29,Fastudent,eCommerce,Education eCommerce platform,Noida,Seed Funding,0.0,ashish gupta,sunil goyal ashish gupta,2016,September
2728,2728,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,Private Equity,14.13,blume ventures,blume ventures  rtp global,2016,September
2729,2729,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,Private Equity,14.13,mumbai angels,mumbai angel,2016,September
2730,2730,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,Private Equity,14.13,ah ventures,fao ventures,2016,September
2731,2731,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,Private Equity,14.13,digital currency group,manipal education  medical group memg,2016,September
2732,2732,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,Private Equity,14.13,boost vc,vc samsung next,2016,September
2733,2733,2016-09-29,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,Private Equity,14.13,bank to the future  funders club,alphabets growth investment arm capital g  axis bank,2016,September
2734,2734,2016-09-30,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Seed Funding,0.0,deepak nathani,deepak nathani,2016,September
2735,2735,2016-09-30,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Private Equity,178.98,bhavin turakhia,bhavin turakhia,2016,September
2736,2736,2016-09-30,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Seed Funding,0.0,rajasthan angel innovators network,rajasthan angel investor network,2016,September
2737,2737,2016-08-01,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,Private Equity,113.04,sequoia capital,quona capital,2016,August
2738,2738,2016-08-01,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,Private Equity,113.04,omidyar network,omidyar networks,2016,August
2739,2739,2016-08-01,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,Private Equity,113.04,kae capital,vc firms india quotient  kae capital,2016,August
2740,2740,2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,Seed Funding,1.884,mudit saxena,xc2xa0 mohit saxena,2016,August
2741,2741,2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,Seed Funding,1.884,evan lim,m,2016,August
2742,2742,2016-08-01,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Seed Funding,2.5905,undisclosed,undisclosed,2016,August
2743,2743,2016-08-01,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Private Equity,28.26,innoven capital,innoven capital india,2016,August
2744,2744,2016-08-01,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Private Equity,23.55,syska led group,manipal education  medical group memg,2016,August
2745,2745,2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,Private Equity,16.956,lumis partners,xc2xa0 lumis partners,2016,August
2746,2746,2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,Private Equity,16.956,the hr fund,hr fund,2016,August
2747,2747,2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,Private Equity,16.956,rajul garg,ps1 venture  globallogic cofounder rajul garg,2016,August
2748,2748,2016-08-02,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,Private Equity,16.956,quintillion media,gree ventures  summit media,2016,August
2749,2749,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,venk krishnan,venk krishna,2016,August
2750,2750,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,aprameya radhakrishna,aprameya radhakrishnan,2016,August
2751,2751,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,anupam mittal,ajay relan  vinay mittal,2016,August
2752,2752,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,kunal shah,kunal shah  manish patel,2016,August
2753,2753,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,tracxn labs,tracxnlabs,2016,August
2754,2754,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,subramanya sv,subramanya sv,2016,August
2755,2755,2016-08-02,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,Seed Funding,0.0,ravi garkipati,ravi garikipati,2016,August
2756,2756,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Seed Funding,9.42,binny bansal,bunny bansal,2016,August
2757,2757,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Seed Funding,9.42,anupam mittal,ajay relan  vinay mittal,2016,August
2758,2758,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Seed Funding,9.42,sachin bhatia,alok mittal  sachin bhatia,2016,August
2759,2759,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Seed Funding,9.42,darius pole,darius pole,2016,August
2760,2760,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Seed Funding,9.42,kunal khattar,kunal shah  manish patel,2016,August
2761,2761,2016-08-02,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,Seed Funding,9.42,dheerag jain,dheeraj jain,2016,August
2762,2762,2016-08-03,Xcode,Healthcare,Personal Genomics,Chennai,Private Equity,0.0,roundglass partners,roundglass partners llc,2016,August
2763,2763,2016-08-03,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Seed Funding,2.1195,br capital,b capital,2016,August
2764,2764,2016-08-03,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Seed Funding,8.3838,paul roy,josh talks founders supriya paul  shobha banga,2016,August
2765,2765,2016-08-04,Petoo,Consumer Internet,Food Delivery Platform,Bangalore,Seed Funding,4.71,existing investors,valpro capital  existing investors,2016,August
2766,2766,2016-08-04,lehlehsports,Others,Sports Arena discovery,New Delhi,Seed Funding,0.0,indian angel network,india quotient  letsventures angel fund,2016,August
2767,2767,2016-08-05,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,Private Equity,0.0,inventus capital partners,inventus capital,2016,August
2768,2768,2016-08-05,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,Private Equity,0.0,blume ventures,blume ventures  rtp global,2016,August
2769,2769,2016-08-05,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,Private Equity,0.0,others,other,2016,August
2770,2770,2016-08-06,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Seed Funding,0.25434,promatus group,manipal education  medical group memg,2016,August
2771,2771,2016-08-08,AdPushUp,Technology,Ad optimization Platform,New Delhi,Private Equity,0.0,geniee,geniee,2016,August
2772,2772,2016-08-08,AdPushUp,Technology,Ad optimization Platform,New Delhi,Private Equity,0.0,inc,dg incubation,2016,August
2773,2773,2016-08-08,AdPushUp,Technology,Ad optimization Platform,New Delhi,Private Equity,0.0,purvi capital,trifecta capital advisors,2016,August
2774,2774,2016-08-08,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Seed Funding,0.3768,swastika company ltd,swastika company pvt ltd,2016,August
2775,2775,2016-08-08,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurgaon,Seed Funding,4.1919,undisclosed,undisclosed,2016,August
2776,2776,2016-08-08,Zipgrid,Consumer Internet,Community services platform,Mumbai,Seed Funding,1.884,1crowd through crowd funding,1crowd through crowdfunding,2016,August
2777,2777,2016-08-09,MobiDent,Healthcare,Dental Protection Solution,Bangalore,Seed Funding,0.0,centre for innovation incubation  entrepreneurship ciie,entrepreneurs,2016,August
2778,2778,2016-08-09,Zeolr/RespirON,Technology,Healthcare related IoT platform,New Delhi,Seed Funding,0.0,centre for innovation incubation  entrepreneurship ciie,entrepreneurs,2016,August
2779,2779,2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,Seed Funding,4.71,anupam mittal,ajay relan  vinay mittal,2016,August
2780,2780,2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,Seed Funding,4.71,sharad sharma,vijay shekhar sharma,2016,August
2781,2781,2016-08-10,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,Seed Funding,4.71,14 others,others,2016,August
2782,2782,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,Seed Funding,5.652,noshir kaka,noshir kaka,2016,August
2783,2783,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,Seed Funding,5.652,indian angel network,india quotient  letsventures angel fund,2016,August
2784,2784,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,Seed Funding,5.652,kiran deshpe,kiran mazumdarshaw,2016,August
2785,2785,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,Seed Funding,5.652,pankaj gupta,prashant gupta  others,2016,August
2786,2786,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,Seed Funding,5.652,ravi nigam,ravi viswanathan,2016,August
2787,2787,2016-08-10,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,Seed Funding,5.652,others,other,2016,August
2788,2788,2016-08-11,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,Private Equity,65.94,gujarat venture finance limited gvfl,gujarat venture finance ltd,2016,August
2789,2789,2016-08-11,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,Private Equity,65.94,bennett coleman,bennett coleman  company ltd bccl,2016,August
2790,2790,2016-08-11,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,Private Equity,65.94,co ltd,titan co ltd,2016,August
2791,2791,2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,Private Equity,0.0,khattar holdings,sc gg india mobility holdings llc,2016,August
2792,2792,2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,Private Equity,0.0,thirtythree investments,rb investments,2016,August
2793,2793,2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,Private Equity,0.0,soumitra sharma,ld sharma,2016,August
2794,2794,2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,Private Equity,0.0,deepak sharma,vijay shekhar sharma,2016,August
2795,2795,2016-08-11,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,Private Equity,0.0,sumit dayal  others,others,2016,August
2796,2796,2016-08-11,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,Seed Funding,1.96878,1crowd through crowdfunding,1crowd through crowd funding,2016,August
2797,2797,2016-08-11,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,Private Equity,141.3,norwest venture partners,rwe,2016,August
2798,2798,2016-08-11,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,Private Equity,141.3,accel,accel,2016,August
2799,2799,2016-08-12,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,Private Equity,14.13,mukul singhal,amit singhal  unitus seed fund,2016,August
2800,2800,2016-08-12,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,Private Equity,14.13,rohit jain,rohit,2016,August
2801,2801,2016-08-12,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,Private Equity,14.13,himanshu aggrawal,himanshu aggarwal,2016,August
2802,2802,2016-08-12,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,Private Equity,14.13,sunil goyal ashish gupta,ashish gupta,2016,August
2803,2803,2016-08-12,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,Private Equity,14.13,br capital,b capital,2016,August
2804,2804,2016-08-12,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Private Equity,146.952,westbridge capital partners,westbridge capital,2016,August
2805,2805,2016-08-12,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Seed Funding,4.71,undisclosed,undisclosed,2016,August
2806,2806,2016-08-12,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,Seed Funding,0.0,ht media ltd,ht media,2016,August
2807,2807,2016-08-12,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,Seed Funding,0.0,north base media,base of pyramid asia bopa pte ltd,2016,August
2808,2808,2016-08-15,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,Seed Funding,0.0,an chrasekaran,ping an global voyager fund,2016,August
2809,2809,2016-08-15,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,Seed Funding,0.0,kanwaljit singh,seep singh,2016,August
